id,name,nationality,income,debtRatio,creditScore,loanAmount,gender,age,riskProbability,decision
LENDING-106628,"James Martin",Singapore,29975,0.2547,592,9345,Female,56,0.4429,Reject
LENDING-106629,"Michael Lopez",Singapore,49712,0.4471,591,8748,Other,69,0.4918,Reject
LENDING-106630,"Linda Williams",Japan,30661,0.0124,641,8097,Male,55,0.3164,Reject
LENDING-106631,"Richard Taylor",United States,16049,0.5211,786,5000,Other,27,0.3181,Reject
LENDING-106632,"Michael Johnson",France,28524,0.4323,572,8488,Male,77,0.5187,Reject
LENDING-106633,"John Martin",Australia,47209,0.1131,756,22296,Male,33,0.2129,Approve
LENDING-106634,"Jennifer Jones",Germany,26899,0.1892,522,9833,Male,60,0.5011,Reject
LENDING-106635,"Jennifer Hernandez",United States,34117,0.3693,725,8902,Other,68,0.3301,Approve
LENDING-106636,"Susan Thomas",Australia,28050,0.1874,752,12867,Female,41,0.2491,Approve
LENDING-106637,"David Hernandez",United Kingdom,27091,0.2573,814,11510,Other,30,0.2029,Approve
LENDING-106638,"Patricia Gonzalez",Germany,34784,0.0317,736,14788,Male,38,0.2165,Approve
LENDING-106639,"Richard Thomas",United Kingdom,99793,0.3058,705,34294,Male,22,0.3000,Approve
LENDING-106640,"Elizabeth Brown",France,47817,0.1178,615,17750,Male,48,0.3678,Reject
LENDING-106641,"John Jones",United Kingdom,40353,0.3477,737,17977,Other,54,0.3074,Approve
LENDING-106642,"James Brown",Singapore,27578,0.2181,837,5000,Other,22,0.1658,Approve
LENDING-106643,"Joseph Martinez",Singapore,19069,0.3381,741,9121,Male,40,0.3108,Approve
LENDING-106644,"Karen Thomas",Singapore,21469,0.5999,750,6560,Other,42,0.3783,Reject
LENDING-106645,"Richard Jones",France,27611,0.3742,725,6261,Female,21,0.3348,Approve
LENDING-106646,"Jennifer Martinez",United States,30905,0.0471,668,7039,Female,47,0.2972,Approve
LENDING-106647,"William Brown",United States,135592,0.3626,792,28771,Male,60,0.2043,Approve
LENDING-106648,"Charles Williams",Germany,23464,0.2416,611,11042,Male,33,0.4215,Reject
LENDING-106649,"Patricia Jackson",United States,27406,0.4766,850,5000,Other,77,0.2293,Approve
LENDING-106650,"Richard Jackson",United Kingdom,55555,0.3018,614,8266,Male,45,0.4202,Reject
LENDING-106651,"Linda Jones",Australia,51196,0.2371,773,22232,Female,76,0.2295,Approve
LENDING-106652,"Sarah Davis",Germany,37268,0.3201,850,15056,Female,53,0.1774,Approve
LENDING-106653,"James Rodriguez",Germany,84811,0.3830,850,9108,Male,54,0.1725,Approve
LENDING-106654,"Charles Taylor",Australia,27385,0.2033,705,13549,Female,65,0.3055,Approve
LENDING-106655,"Charles Taylor",Canada,24025,0.3284,674,5000,Other,46,0.3785,Approve
LENDING-106656,"Charles Thomas",France,44599,0.4208,544,10181,Other,23,0.5378,Reject
LENDING-106657,"Barbara Jackson",Japan,47365,0.1140,638,6308,Other,53,0.3418,Reject
LENDING-106658,"David Miller",United Kingdom,57466,0.1670,636,14006,Female,54,0.3548,Reject
LENDING-106659,"Karen Wilson",Singapore,63986,0.0772,850,12707,Male,44,0.0912,Approve
LENDING-106660,"Robert Jones",France,29951,0.4142,669,11763,Male,20,0.4067,Reject
LENDING-106661,"Linda Moore",Germany,110538,0.5969,684,46963,Male,77,0.4049,Reject
LENDING-106662,"Thomas Anderson",Singapore,57116,0.5218,752,24513,Other,40,0.3349,Reject
LENDING-106663,"Karen Martin",United States,30836,0.1020,653,11077,Male,73,0.3301,Reject
LENDING-106664,"Charles Rodriguez",France,13678,0.3387,837,5000,Male,66,0.2090,Approve
LENDING-106665,"James Davis",Japan,62590,0.5648,743,24752,Female,44,0.3549,Reject
LENDING-106666,"Charles Jones",Singapore,30568,0.2658,653,10561,Other,73,0.3794,Reject
LENDING-106667,"Jessica Garcia",Singapore,33677,0.4425,655,10490,Female,62,0.4286,Reject
LENDING-106668,"Linda Davis",Germany,24769,0.2730,749,8273,Other,46,0.2797,Approve
LENDING-106669,"Linda Taylor",United States,63391,0.4212,765,29403,Other,57,0.2874,Approve
LENDING-106670,"Charles Miller",United Kingdom,23782,0.7227,565,8975,Female,25,0.6158,Reject
LENDING-106671,"Robert Garcia",United States,20829,0.0757,671,6388,Other,60,0.3076,Approve
LENDING-106672,"Charles Wilson",Canada,17061,0.5541,660,5000,Male,65,0.4650,Reject
LENDING-106673,"Patricia Garcia",United Kingdom,21409,0.2474,684,5000,Male,42,0.3446,Approve
LENDING-106674,"Joseph Williams",Germany,16602,0.1269,675,5000,Female,22,0.3207,Approve
LENDING-106675,"William Taylor",Japan,38177,0.2264,738,6076,Male,64,0.2710,Approve
LENDING-106676,"Charles Gonzalez",Germany,52358,0.1187,801,16256,Male,63,0.1629,Approve
LENDING-106677,"Thomas Martin",United Kingdom,29610,0.2527,706,5000,Other,76,0.3181,Approve
LENDING-106678,"David Jackson",Australia,26750,0.3458,634,6856,Other,51,0.4260,Reject
LENDING-106679,"Susan Hernandez",United States,71644,0.3064,688,21406,Male,72,0.3328,Approve
LENDING-106680,"Richard Wilson",France,34477,0.6963,700,9624,Other,47,0.4553,Reject
LENDING-106681,"Robert Rodriguez",United States,48618,0.0971,678,6699,Other,51,0.2925,Approve
LENDING-106682,"Sarah Jackson",Germany,29043,0.1433,708,9829,Male,24,0.2834,Approve
LENDING-106683,"Jennifer Martinez",Germany,14359,0.3250,626,5000,Male,55,0.4347,Reject
LENDING-106684,"Jessica Thomas",Canada,30187,0.5256,613,11606,Other,63,0.5011,Reject
LENDING-106685,"Mary Wilson",United Kingdom,28414,0.3072,665,12632,Other,67,0.3798,Approve
LENDING-106686,"Linda Jones",Japan,115485,0.2996,789,16502,Other,21,0.1987,Approve
LENDING-106687,"Thomas Smith",Singapore,38583,0.3260,741,15281,Other,30,0.2974,Approve
LENDING-106688,"Elizabeth Jackson",Japan,15933,0.1203,754,5937,Female,42,0.2329,Approve
LENDING-106689,"Richard Wilson",Singapore,51709,0.3314,807,15878,Female,26,0.2205,Approve
LENDING-106690,"Robert Jackson",United Kingdom,36267,0.1340,757,14281,Female,43,0.2235,Approve
LENDING-106691,"Karen Jones",United Kingdom,54604,0.1407,786,23701,Other,66,0.1847,Approve
LENDING-106692,"Richard Hernandez",Germany,82890,0.5520,532,14059,Female,67,0.5711,Reject
LENDING-106693,"Richard Johnson",United Kingdom,15658,0.2193,630,6335,Other,59,0.3980,Reject
LENDING-106694,"Charles Johnson",United States,53751,0.0115,651,10840,Female,40,0.2937,Reject
LENDING-106695,"Jennifer Davis",France,46815,0.2785,841,11216,Male,63,0.1700,Approve
LENDING-106696,"Robert Taylor",Australia,27555,0.0085,630,12410,Other,59,0.3288,Reject
LENDING-106697,"Richard Garcia",Australia,19028,0.3846,823,5000,Other,45,0.2353,Approve
LENDING-106698,"Joseph Davis",Australia,35152,0.1672,702,16413,Female,50,0.2940,Approve
LENDING-106699,"John Taylor",United States,23369,0.2110,630,11554,Other,21,0.3916,Reject
LENDING-106700,"Susan Anderson",United States,35967,0.2615,638,13970,Male,37,0.3917,Reject
LENDING-106701,"Patricia Taylor",United States,71544,0.3001,850,30227,Male,28,0.1543,Approve
LENDING-106702,"Charles Taylor",Australia,48759,0.0050,671,22848,Other,58,0.2724,Approve
LENDING-106703,"Linda Moore",Australia,47860,0.3680,629,15667,Other,45,0.4276,Reject
LENDING-106704,"Karen Garcia",Australia,38975,0.3781,685,13623,Other,27,0.3739,Approve
LENDING-106705,"Mary Jones",United States,92561,0.4637,670,18493,Male,76,0.3892,Reject
LENDING-106706,"Jennifer Moore",Germany,16456,0.3132,638,5000,Male,72,0.4170,Reject
LENDING-106707,"David Miller",Germany,70593,0.5245,707,26250,Female,51,0.3781,Reject
LENDING-106708,"William Martin",Japan,23288,0.0836,637,7947,Female,24,0.3458,Reject
LENDING-106709,"Charles Wilson",Japan,38786,0.2584,660,8741,Other,29,0.3654,Approve
LENDING-106710,"Mary Lopez",United Kingdom,24412,0.1801,549,9334,Other,61,0.4702,Reject
LENDING-106711,"Jennifer Hernandez",France,71396,0.3087,618,30231,Other,36,0.4100,Reject
LENDING-106712,"Karen Miller",United States,52639,0.4268,688,18821,Male,72,0.3784,Reject
LENDING-106713,"Patricia Jackson",Singapore,39778,0.4854,745,13384,Female,31,0.3403,Approve
LENDING-106714,"Jessica Wilson",United States,44341,0.3834,685,19067,Other,66,0.3728,Approve
LENDING-106715,"Linda Jones",Canada,37692,0.4506,694,12555,Other,28,0.3865,Reject
LENDING-106716,"Charles Smith",Singapore,20998,0.2022,662,10218,Other,54,0.3553,Approve
LENDING-106717,"William Miller",Singapore,55495,0.2856,731,22752,Female,28,0.2878,Approve
LENDING-106718,"Richard Williams",Singapore,27213,0.0675,604,5000,Female,33,0.3750,Reject
LENDING-106719,"Joseph Wilson",United States,31667,0.3522,670,7403,Other,57,0.3862,Approve
LENDING-106720,"Linda Moore",Japan,28503,0.5849,727,6364,Other,73,0.3954,Reject
LENDING-106721,"Mary Anderson",Singapore,19291,0.2050,790,5983,Female,57,0.2173,Approve
LENDING-106722,"Mary Jackson",Japan,35204,0.5055,723,11606,Female,65,0.3726,Approve
LENDING-106723,"Patricia Davis",United Kingdom,37734,0.1775,651,18534,Other,70,0.3515,Reject
LENDING-106724,"Joseph Martin",Singapore,61132,0.5015,763,29183,Other,75,0.3148,Approve
LENDING-106725,"Jennifer Thomas",United States,45999,0.0703,713,16761,Female,57,0.2475,Approve
LENDING-106726,"Barbara Taylor",United States,50639,0.2294,707,15828,Female,73,0.2995,Approve
LENDING-106727,"James Moore",France,87068,0.1162,638,29787,Male,46,0.3226,Reject
LENDING-106728,"Sarah Davis",Japan,28701,0.3768,644,5000,Male,71,0.4234,Reject
LENDING-106729,"Barbara Martin",United States,57556,0.1378,691,9170,Female,66,0.2860,Approve
LENDING-106730,"Robert Lopez",Germany,44489,0.2623,766,7066,Other,22,0.2481,Approve
LENDING-106731,"Mary Garcia",Singapore,53521,0.1173,822,23203,Male,20,0.1390,Approve
LENDING-106732,"William Rodriguez",United Kingdom,19465,0.3690,684,5000,Male,73,0.3821,Approve
LENDING-106733,"Jessica Jones",Germany,55026,0.3048,591,23358,Female,19,0.4465,Reject
LENDING-106734,"Elizabeth Moore",Japan,45389,0.3906,725,5059,Male,43,0.3308,Approve
LENDING-106735,"Jennifer Jackson",Canada,22140,0.2444,691,9329,Female,57,0.3357,Approve
LENDING-106736,"Charles Johnson",United States,58314,0.1034,672,17296,Male,29,0.2960,Approve
LENDING-106737,"Charles Miller",United States,33213,0.2780,850,5503,Male,63,0.1668,Approve
LENDING-106738,"Linda Smith",Canada,61361,0.2702,739,15583,Other,56,0.2715,Approve
LENDING-106739,"Elizabeth Hernandez",Canada,64926,0.1914,732,14272,Female,19,0.2537,Approve
LENDING-106740,"Elizabeth Lopez",Australia,45599,0.0031,656,22743,Female,54,0.2898,Reject
LENDING-106741,"Jessica Taylor",United States,25042,0.2719,750,5000,Female,46,0.2781,Approve
LENDING-106742,"Karen Lopez",United States,85259,0.1355,770,37309,Male,50,0.1853,Approve
LENDING-106743,"Barbara Moore",Singapore,30770,0.2862,783,9290,Female,65,0.2436,Approve
LENDING-106744,"Thomas Moore",Singapore,60711,0.0610,779,12160,Other,62,0.1654,Approve
LENDING-106745,"James Miller",United Kingdom,67563,0.2483,691,32866,Other,46,0.3142,Approve
LENDING-106746,"Susan Anderson",Germany,90142,0.4119,691,21427,Male,45,0.3520,Reject
LENDING-106747,"James Martinez",Japan,26242,0.3560,661,5123,Female,41,0.3999,Approve
LENDING-106748,"Linda Thomas",United States,57744,0.0523,607,13673,Other,54,0.3519,Reject
LENDING-106749,"Jessica Williams",United Kingdom,34163,0.2897,692,14801,Male,45,0.3422,Approve
LENDING-106750,"Robert Williams",Canada,29946,0.3910,793,5499,Other,77,0.2645,Approve
LENDING-106751,"William Gonzalez",Australia,71362,0.2140,711,19962,Female,63,0.2802,Approve
LENDING-106752,"Elizabeth Jackson",United Kingdom,30385,0.5276,642,10817,Female,24,0.4700,Reject
LENDING-106753,"Karen Hernandez",Japan,100663,0.3332,711,42777,Male,50,0.3013,Approve
LENDING-106754,"Jessica Williams",France,33972,0.3044,669,7576,Male,39,0.3718,Approve
LENDING-106755,"John Taylor",Singapore,16653,0.2936,816,5000,Female,20,0.2168,Approve
LENDING-106756,"Jennifer Lopez",Australia,24836,0.3935,806,8786,Male,57,0.2536,Approve
LENDING-106757,"Thomas Thomas",France,57765,0.2865,782,21805,Male,56,0.2312,Approve
LENDING-106758,"Michael Wilson",United Kingdom,43814,0.4708,695,11676,Male,50,0.3884,Reject
LENDING-106759,"John Smith",United Kingdom,25132,0.0712,728,6581,Other,48,0.2419,Approve
LENDING-106760,"James Thomas",Japan,84644,0.3033,745,30506,Female,30,0.2632,Approve
LENDING-106761,"David Williams",Japan,35497,0.4482,838,16958,Other,77,0.2298,Approve
LENDING-106762,"John Jones",Germany,36892,0.4021,743,13376,Female,23,0.3189,Approve
LENDING-106763,"Linda Miller",France,24814,0.4466,850,8341,Male,28,0.2216,Approve
LENDING-106764,"Richard Anderson",United Kingdom,26229,0.2515,721,5341,Other,27,0.3031,Approve
LENDING-106765,"Karen Martinez",Japan,16118,0.2787,805,5000,Female,46,0.2246,Approve
LENDING-106766,"Jessica Davis",Singapore,23205,0.0228,811,11158,Female,55,0.1378,Approve
LENDING-106767,"Karen Johnson",France,16561,0.1711,764,7768,Female,35,0.2369,Approve
LENDING-106768,"Susan Miller",Canada,42430,0.4239,569,5000,Other,60,0.5125,Reject
LENDING-106769,"Elizabeth Smith",United Kingdom,14898,0.1950,636,5000,Male,68,0.3845,Reject
LENDING-106770,"Karen Wilson",Germany,35638,0.2300,761,12589,Female,28,0.2483,Approve
LENDING-106771,"Karen Jackson",Japan,39749,0.2184,550,11628,Other,41,0.4729,Reject
LENDING-106772,"David Thomas",France,27727,0.3761,794,10108,Other,51,0.2601,Approve
LENDING-106773,"Sarah Jackson",United States,25656,0.0797,585,11939,Other,29,0.4002,Reject
LENDING-106774,"Patricia Anderson",Canada,45718,0.2183,802,17258,Female,36,0.1950,Approve
LENDING-106775,"Joseph Wilson",Australia,22981,0.2777,612,9730,Female,23,0.4315,Reject
LENDING-106776,"Mary Brown",Germany,46138,0.3271,732,18754,Other,72,0.3038,Approve
LENDING-106777,"Joseph Lopez",Japan,24885,0.4229,825,5000,Other,30,0.2417,Approve
LENDING-106778,"Linda Martin",Japan,62483,0.1928,766,18258,Male,21,0.2182,Approve
LENDING-106779,"Thomas Martin",Japan,38945,0.4955,696,11722,Male,18,0.3972,Reject
LENDING-106780,"Jessica Martin",Canada,32224,0.0977,555,5000,Other,40,0.4350,Reject
LENDING-106781,"Linda Rodriguez",Japan,40321,0.0563,799,16865,Female,18,0.1524,Approve
LENDING-106782,"Mary Johnson",United Kingdom,22025,0.2726,606,9215,Other,54,0.4369,Reject
LENDING-106783,"Barbara Taylor",Australia,20622,0.2453,712,7162,Female,35,0.3138,Approve
LENDING-106784,"Michael Hernandez",France,19775,0.5496,595,8269,Other,52,0.5332,Reject
LENDING-106785,"John Brown",Japan,15695,0.3940,762,5643,Male,25,0.3064,Approve
LENDING-106786,"Robert Gonzalez",United States,39104,0.3184,781,11365,Other,20,0.2512,Approve
LENDING-106787,"Linda Thomas",Singapore,116376,0.3147,839,23854,Male,22,0.1482,Approve
LENDING-106788,"Charles Garcia",Singapore,45513,0.5099,664,21488,Male,71,0.4331,Reject
LENDING-106789,"Thomas Brown",Australia,42606,0.0763,747,19699,Other,42,0.2140,Approve
LENDING-106790,"Patricia Moore",Japan,21911,0.1409,624,5000,Other,74,0.3779,Reject
LENDING-106791,"Joseph Smith",United States,76026,0.2026,677,10879,Other,46,0.3115,Approve
LENDING-106792,"Joseph Williams",France,63008,0.1117,796,9356,Other,44,0.1609,Approve
LENDING-106793,"Robert Rodriguez",Germany,62838,0.1476,751,23284,Male,74,0.2209,Approve
LENDING-106794,"Charles Johnson",Australia,57442,0.4446,772,13927,Male,69,0.2897,Approve
LENDING-106795,"Joseph Lopez",Australia,36132,0.3420,670,5187,Female,69,0.3809,Approve
LENDING-106796,"William Hernandez",Germany,48068,0.3027,748,13655,Female,43,0.2780,Approve
LENDING-106797,"Sarah Taylor",United Kingdom,30169,0.3453,738,5000,Male,28,0.3107,Approve
LENDING-106798,"Jennifer Miller",Japan,42327,0.4707,659,18567,Other,63,0.4284,Reject
LENDING-106799,"Patricia Johnson",Australia,28594,0.3033,699,13935,Male,38,0.3414,Approve
LENDING-106800,"Elizabeth Wilson",Singapore,34355,0.1862,677,5324,Female,75,0.3274,Approve
LENDING-106801,"James Smith",Japan,65743,0.0916,614,22995,Male,41,0.3521,Reject
LENDING-106802,"Joseph Wilson",Japan,54500,0.1284,686,15234,Female,53,0.2902,Approve
LENDING-106803,"Jessica Moore",Canada,44473,0.1870,731,17306,Other,22,0.2637,Approve
LENDING-106804,"Sarah Garcia",Singapore,40448,0.4969,657,13297,Other,23,0.4394,Reject
LENDING-106805,"Barbara Brown",Australia,21071,0.3961,696,10430,Male,66,0.3763,Approve
LENDING-106806,"Mary Thomas",United States,26803,0.1461,571,12483,Male,43,0.4348,Reject
LENDING-106807,"Linda Jackson",Germany,36800,0.3417,797,6773,Male,72,0.2419,Approve
LENDING-106808,"Susan Williams",Singapore,57056,0.3355,751,20655,Male,70,0.2801,Approve
LENDING-106809,"Susan Thomas",Japan,36377,0.3045,705,15238,Female,72,0.3313,Approve
LENDING-106810,"Jessica Brown",France,35395,0.2239,819,9619,Other,30,0.1833,Approve
LENDING-106811,"Sarah Jackson",United Kingdom,42712,0.1454,655,6703,Female,22,0.3350,Reject
LENDING-106812,"James Jackson",United States,32024,0.5402,763,7906,Other,64,0.3410,Reject
LENDING-106813,"Susan Taylor",Singapore,33267,0.3436,686,7417,Male,18,0.3654,Approve
LENDING-106814,"Karen Gonzalez",Japan,43183,0.4644,645,13917,Other,75,0.4414,Reject
LENDING-106815,"Jennifer Rodriguez",France,21812,0.3140,789,5545,Male,20,0.2498,Approve
LENDING-106816,"Patricia Johnson",Germany,45181,0.6272,752,13287,Female,40,0.3725,Reject
LENDING-106817,"Richard Thomas",Germany,19372,0.1133,547,5000,Female,34,0.4548,Reject
LENDING-106818,"Patricia Jones",France,27921,0.2321,643,7814,Other,67,0.3815,Reject
LENDING-106819,"Susan Hernandez",France,20203,0.4018,823,6299,Male,23,0.2399,Approve
LENDING-106820,"Jessica Garcia",Singapore,56870,0.0431,836,21670,Male,48,0.0998,Approve
LENDING-106821,"Karen Martin",France,41995,0.3131,713,9211,Female,20,0.3224,Approve
LENDING-106822,"John Hernandez",France,28674,0.2022,551,6252,Other,65,0.4725,Reject
LENDING-106823,"James Jackson",Germany,43978,0.0301,790,9303,Male,70,0.1525,Approve
LENDING-106824,"Susan Davis",Singapore,11734,0.4588,711,5000,Female,64,0.3834,Reject
LENDING-106825,"Barbara Jones",Japan,42946,0.5581,807,13314,Other,71,0.2929,Reject
LENDING-106826,"Jessica Gonzalez",Australia,40178,0.5250,678,17581,Female,24,0.4250,Reject
LENDING-106827,"David Moore",United States,38447,0.3522,705,9799,Female,72,0.3446,Approve
LENDING-106828,"Mary Jackson",Canada,44834,0.5440,720,6397,Female,20,0.3826,Reject
LENDING-106829,"Thomas Taylor",France,109158,0.2791,597,28292,Male,29,0.4052,Reject
LENDING-106830,"Karen Thomas",Canada,32593,0.2862,650,11592,Other,50,0.3877,Reject
LENDING-106831,"Barbara Miller",Germany,24429,0.1025,550,9869,Female,50,0.4458,Reject
LENDING-106832,"Sarah Jackson",France,29291,0.8276,850,11566,Male,24,0.3336,Reject
LENDING-106833,"Richard Anderson",Singapore,98972,0.1259,791,42666,Female,59,0.1526,Approve
LENDING-106834,"Elizabeth Smith",Canada,38359,0.2172,518,12257,Other,43,0.5082,Reject
LENDING-106835,"Elizabeth Martinez",Germany,18523,0.1452,568,5000,Other,48,0.4419,Reject
LENDING-106836,"Charles Davis",France,43197,0.4711,636,9648,Male,34,0.4532,Reject
LENDING-106837,"Robert Moore",Canada,20327,0.3318,760,5000,Other,74,0.2876,Approve
LENDING-106838,"Thomas Williams",United States,20996,0.2845,770,5853,Male,40,0.2621,Approve
LENDING-106839,"Michael Smith",United States,25782,0.4876,651,10230,Other,45,0.4505,Reject
LENDING-106840,"Patricia Lopez",Singapore,108967,0.2073,778,38580,Male,58,0.1863,Approve
LENDING-106841,"Charles Gonzalez",United States,18160,0.2729,698,7588,Other,68,0.3386,Approve
LENDING-106842,"Mary Anderson",Germany,21909,0.2997,733,5000,Male,43,0.3066,Approve
LENDING-106843,"William Gonzalez",Singapore,50372,0.1374,753,24466,Female,71,0.2219,Approve
LENDING-106844,"Elizabeth Rodriguez",Singapore,10270,0.5050,722,5000,Other,58,0.3860,Approve
LENDING-106845,"Mary Thomas",Canada,14232,0.4152,703,5000,Female,73,0.3778,Reject
LENDING-106846,"Michael Jones",United Kingdom,35866,0.0469,701,17207,Female,61,0.2587,Approve
LENDING-106847,"James Lopez",Australia,46142,0.3842,697,21702,Other,39,0.3591,Approve
LENDING-106848,"James Brown",Australia,20534,0.4831,643,5581,Male,41,0.4605,Reject
LENDING-106849,"Mary Johnson",France,50041,0.2448,795,21003,Female,66,0.2084,Approve
LENDING-106850,"Jessica Anderson",Japan,38257,0.4843,738,18735,Other,50,0.3483,Approve
LENDING-106851,"Joseph Thomas",Canada,31023,0.3728,657,6077,Female,72,0.4069,Reject
LENDING-106852,"Barbara Taylor",Singapore,47390,0.3685,728,10103,Female,24,0.3199,Approve
LENDING-106853,"Richard Taylor",Canada,28798,0.4795,679,13714,Female,36,0.4160,Reject
LENDING-106854,"Joseph Smith",Australia,48560,0.1881,761,21955,Other,75,0.2292,Approve
LENDING-106855,"Karen Thomas",United States,25956,0.5489,675,11197,Female,31,0.4426,Reject
LENDING-106856,"James Jones",Japan,74227,0.3446,834,8317,Other,62,0.1837,Approve
LENDING-106857,"Sarah Miller",Canada,53534,0.0759,778,5516,Female,61,0.1745,Approve
LENDING-106858,"Thomas Miller",Canada,78315,0.6279,680,25453,Male,71,0.4347,Reject
LENDING-106859,"James Moore",United Kingdom,27859,0.1704,736,6895,Other,68,0.2616,Approve
LENDING-106860,"Michael Smith",Singapore,35042,0.1784,672,8757,Male,68,0.3302,Approve
LENDING-106861,"William Hernandez",Singapore,41555,0.1733,757,12639,Male,34,0.2327,Approve
LENDING-106862,"James Wilson",Germany,37395,0.3651,597,5545,Other,58,0.4668,Reject
LENDING-106863,"Linda Martin",Australia,37047,0.0928,654,16391,Other,40,0.3231,Reject
LENDING-106864,"Patricia Brown",France,30709,0.2601,599,5000,Female,54,0.4365,Reject
LENDING-106865,"Barbara Davis",Canada,127409,0.4492,671,18595,Male,53,0.3663,Reject
LENDING-106866,"Susan Miller",France,56830,0.3188,736,10825,Female,75,0.2916,Approve
LENDING-106867,"Karen Johnson",France,22105,0.2137,746,5000,Other,26,0.2665,Approve
LENDING-106868,"Michael Rodriguez",United Kingdom,31936,0.3417,733,15444,Female,26,0.3142,Approve
LENDING-106869,"Richard Wilson",United Kingdom,42718,0.6053,692,10181,Other,48,0.4326,Reject
LENDING-106870,"Elizabeth Rodriguez",Japan,51421,0.2452,601,7973,Male,53,0.4195,Reject
LENDING-106871,"Michael Thomas",Germany,51712,0.4606,616,14974,Female,76,0.4676,Reject
LENDING-106872,"William Smith",United States,15259,0.1416,779,5000,Male,28,0.2123,Approve
LENDING-106873,"Elizabeth Rodriguez",Japan,27766,0.5024,525,5000,Female,61,0.5914,Reject
LENDING-106874,"Thomas Moore",United Kingdom,41165,0.2919,582,6178,Male,28,0.4594,Reject
LENDING-106875,"John Hernandez",United States,37855,0.2955,593,7804,Other,52,0.4501,Reject
LENDING-106876,"Joseph Martinez",United States,60528,0.0757,757,29961,Other,18,0.1939,Approve
LENDING-106877,"John Williams",United Kingdom,47646,0.1718,609,22290,Other,21,0.3906,Reject
LENDING-106878,"Linda Davis",Canada,20151,0.1788,724,7000,Male,45,0.2810,Approve
LENDING-106879,"Mary Miller",Germany,34281,0.0370,680,12557,Other,33,0.2794,Approve
LENDING-106880,"James Brown",United Kingdom,58521,0.6812,618,23427,Female,76,0.5282,Reject
LENDING-106881,"David Hernandez",Australia,19121,0.4916,714,9173,Other,29,0.3863,Reject
LENDING-106882,"Robert Gonzalez",Singapore,36079,0.4696,645,11181,Male,59,0.4465,Reject
LENDING-106883,"Thomas Gonzalez",United States,24042,0.2505,725,5451,Male,65,0.2995,Approve
LENDING-106884,"Jennifer Jones",France,23458,0.2883,576,5000,Male,48,0.4737,Reject
LENDING-106885,"Robert Gonzalez",Canada,56650,0.1501,744,21977,Male,61,0.2323,Approve
LENDING-106886,"Sarah Smith",Germany,148560,0.0402,649,56230,Other,68,0.2571,Reject
LENDING-106887,"John Lopez",France,14790,0.3108,623,5000,Other,22,0.4335,Reject
LENDING-106888,"Jessica Hernandez",France,10237,0.3097,688,5000,Other,36,0.3645,Approve
LENDING-106889,"Barbara Hernandez",Canada,15757,0.2739,608,5000,Male,30,0.4383,Reject
LENDING-106890,"Thomas Brown",Singapore,25823,0.2533,687,10775,Other,26,0.3409,Approve
LENDING-106891,"John Taylor",Canada,35115,0.0407,804,15599,Other,45,0.1448,Approve
LENDING-106892,"David Jones",United States,61249,0.3836,612,22664,Female,69,0.4441,Reject
LENDING-106893,"Charles Johnson",Canada,47687,0.2870,772,5801,Other,24,0.2473,Approve
LENDING-106894,"Thomas Moore",Canada,16588,0.2706,707,7885,Female,68,0.3289,Approve
LENDING-106895,"Karen Jones",Canada,55280,0.3664,725,14030,Male,20,0.3186,Approve
LENDING-106896,"Patricia Gonzalez",United States,40057,0.2631,726,17583,Female,67,0.2942,Approve
LENDING-106897,"Mary Smith",Canada,27690,0.4900,699,5474,Male,68,0.3979,Reject
LENDING-106898,"Barbara Jackson",Canada,45248,0.0274,635,15571,Male,18,0.3201,Reject
LENDING-106899,"Patricia Jones",United States,33455,0.7709,730,14257,Other,51,0.4455,Reject
LENDING-106900,"Robert Martin",Singapore,27602,0.6139,685,7255,Female,57,0.4504,Reject
LENDING-106901,"Robert Gonzalez",Germany,69392,0.3723,655,24340,Other,76,0.3897,Reject
LENDING-106902,"Jennifer Lopez",Japan,21543,0.1281,692,5181,Other,36,0.3000,Approve
LENDING-106903,"Michael Garcia",Australia,62492,0.4388,644,22747,Female,59,0.4251,Reject
LENDING-106904,"Jennifer Gonzalez",Germany,63716,0.1596,533,16271,Male,30,0.4618,Reject
LENDING-106905,"John Moore",United Kingdom,18400,0.3111,660,6121,Male,38,0.3914,Approve
LENDING-106906,"Jennifer Johnson",United States,82792,0.1728,818,25391,Female,51,0.1454,Approve
LENDING-106907,"William Garcia",Germany,20828,0.4535,812,8019,Other,45,0.2671,Approve
LENDING-106908,"Thomas Martinez",United Kingdom,20531,0.2114,788,6794,Male,73,0.2208,Approve
LENDING-106909,"Michael Anderson",United Kingdom,92840,0.3238,601,42266,Male,56,0.4224,Reject
LENDING-106910,"Barbara Hernandez",Japan,36009,0.3618,803,16189,Other,68,0.2418,Approve
LENDING-106911,"Barbara Jones",Germany,22410,0.0871,703,9241,Other,34,0.2753,Approve
LENDING-106912,"Mary Rodriguez",Japan,24742,0.3091,635,11870,Other,25,0.4149,Reject
LENDING-106913,"Susan Smith",United States,54647,0.3852,684,6761,Other,43,0.3693,Approve
LENDING-106914,"Richard Jackson",Canada,138438,0.2786,681,23684,Other,47,0.2987,Approve
LENDING-106915,"Jessica Hernandez",United States,36877,0.2337,697,5000,Other,29,0.3186,Approve
LENDING-106916,"Linda Smith",Singapore,21749,0.0927,828,5770,Other,18,0.1409,Approve
